total_return_pct,final_capital,trades,win_rate,profit_factor,avg_win,avg_loss,best_trade,worst_trade,max_drawdown,long_trades,short_trades,liquidated,st_period,st_mult,ao_fast,ao_slow,vol_threshold,sl_atr_mult,ts_activation,ts_trail_atr_mult
-62.35,37.65,54,40.74,0.7,3.2927,-3.2126,8.2874,-6.6525,-79.96,27,27,False,10,4.0,5,34,1.5,4.0,1.5,3.0
-62.35,37.65,61,44.26,0.74,1.6829,-1.7943,4.8303,-3.0422,-67.1,32,29,False,14,2.0,5,21,1.3,2.0,1.5,2.0
-62.38,37.62,62,35.48,0.69,3.3144,-2.6276,7.9479,-6.7244,-80.29,32,30,False,7,4.0,7,34,1.0,4.0,1.5,3.0
-62.38,37.62,57,56.14,0.59,1.6236,-3.5161,5.624,-6.5506,-65.82,29,28,False,14,3.0,5,34,1.3,4.0,2.0,1.5
-62.4,37.6,48,35.42,0.74,3.8377,-2.8545,8.4577,-5.1367,-79.51,23,25,False,10,3.0,7,21,1.5,3.0,3.0,3.0
-62.4,37.6,60,45.0,0.89,3.4735,-3.209,9.4146,-5.0433,-87.66,34,26,False,7,4.0,7,21,1.3,3.0,3.0,2.0
-62.41,37.59,79,51.9,0.67,2.4829,-3.9964,4.1761,-6.9249,-69.74,43,36,False,7,2.0,5,21,1.0,4.0,3.0,1.5
-62.48,37.52,70,51.43,0.76,1.9373,-2.6957,6.4073,-4.8707,-75.59,38,32,False,10,3.0,7,34,1.0,3.0,2.0,2.0
-62.49,37.51,52,50.0,0.59,1.7834,-3.0448,5.4153,-6.0548,-75.21,23,29,False,7,3.0,7,21,1.5,4.0,1.5,2.0
-62.49,37.51,76,46.05,0.96,3.3543,-2.9793,8.435,-5.0433,-86.76,40,36,False,7,4.0,5,21,1.0,3.0,3.0,1.5
-62.49,37.51,57,47.37,0.74,1.7523,-2.1306,7.5623,-3.6459,-74.0,32,25,False,14,4.0,5,34,1.5,2.0,1.5,1.5
-62.49,37.51,85,43.53,0.85,3.116,-2.8255,8.5397,-5.1367,-82.98,48,37,False,10,3.0,7,21,1.0,3.0,3.0,2.0
-62.49,37.51,71,57.75,0.66,1.6309,-3.3958,4.4853,-6.3801,-77.09,39,32,False,10,3.0,7,34,1.0,4.0,2.0,1.5
-62.52,37.48,64,43.75,0.61,2.0853,-2.679,7.6847,-6.849,-66.77,31,33,False,10,3.0,5,34,1.3,4.0,1.5,3.0
-62.53,37.47,64,57.81,0.72,1.9929,-3.8187,7.2379,-6.7244,-75.06,33,31,False,7,4.0,7,34,1.0,4.0,2.0,1.5
-62.53,37.47,55,43.64,0.74,2.0413,-2.1354,9.7706,-3.6459,-73.26,31,24,False,14,4.0,7,21,1.5,2.0,1.5,2.0
-62.55,37.45,60,61.67,0.66,1.5845,-3.8518,7.2379,-6.7244,-77.13,33,27,False,7,4.0,7,21,1.3,4.0,1.5,1.5
-62.57,37.43,83,49.4,0.65,2.4353,-3.6614,8.0467,-6.5714,-75.92,45,38,False,10,2.0,5,21,1.0,4.0,3.0,3.0
-62.6,37.4,60,50.0,0.69,3.1077,-4.4786,7.5623,-6.598,-77.9,31,29,False,14,4.0,5,34,1.3,4.0,3.0,1.5
-62.61,37.39,58,36.21,0.88,3.262,-2.1027,9.0628,-4.6732,-83.39,30,28,False,7,4.0,5,21,1.5,2.0,1.5,3.0
-62.61,37.39,74,36.49,0.71,2.67,-2.146,4.8799,-3.4947,-73.94,39,35,False,14,2.0,7,21,1.0,2.0,3.0,2.0
-62.63,37.37,72,43.06,0.74,2.4694,-2.5316,7.6847,-6.3801,-68.45,38,34,False,10,3.0,7,34,1.0,4.0,1.5,3.0
-62.7,37.3,82,47.56,0.62,1.9911,-2.9105,7.5581,-6.246,-68.38,42,40,False,14,2.0,5,21,1.0,4.0,2.0,3.0
-62.71,37.29,37,29.73,0.45,2.3131,-2.1618,4.6423,-3.6234,-63.31,23,14,False,7,2.0,7,21,1.5,2.0,3.0,3.0
-62.72,37.28,52,36.54,0.74,2.3905,-1.8671,7.5425,-3.6887,-76.63,23,29,False,7,3.0,5,34,1.5,2.0,2.0,3.0
-62.75,37.25,64,50.0,0.81,3.2674,-4.0298,7.4485,-6.6525,-82.93,30,34,False,10,4.0,5,21,1.3,4.0,3.0,1.5
-62.75,37.25,44,38.64,0.57,2.6899,-2.979,4.3374,-4.915,-82.9,18,26,False,7,3.0,7,34,1.5,3.0,3.0,1.5
-62.77,37.23,54,59.26,0.66,1.7167,-3.7789,7.4485,-6.6525,-76.46,28,26,False,10,4.0,7,21,1.5,4.0,1.5,1.5
-62.78,37.22,76,46.05,0.95,3.3313,-2.9793,9.4146,-5.0433,-87.79,40,36,False,7,4.0,5,21,1.0,3.0,3.0,2.0
-62.78,37.22,96,42.71,0.87,3.4387,-2.9618,10.4584,-6.4865,-81.54,48,48,False,7,3.0,5,21,1.0,4.0,3.0,3.0
-62.79,37.21,59,35.59,0.72,3.6169,-2.7914,9.0628,-6.7244,-81.48,32,27,False,7,4.0,7,21,1.3,4.0,1.5,3.0
-62.8,37.2,59,49.15,0.63,1.8843,-2.8849,5.8019,-5.533,-80.72,25,34,False,7,3.0,5,21,1.5,3.0,2.0,2.0
-62.8,37.2,55,49.09,0.7,1.6179,-2.2286,7.5623,-3.6459,-71.33,31,24,False,14,4.0,7,21,1.5,2.0,1.5,1.5
-62.82,37.18,62,41.94,0.82,2.6497,-2.3361,9.7706,-3.6459,-72.42,33,29,False,14,4.0,7,21,1.3,2.0,2.0,2.0
-62.83,37.17,70,45.71,0.83,3.2607,-3.3015,8.2465,-5.0984,-85.3,37,33,False,14,4.0,7,21,1.0,3.0,3.0,1.5
-62.83,37.17,55,43.64,0.76,2.3348,-2.3936,7.5623,-3.6459,-71.35,31,24,False,14,4.0,7,21,1.5,2.0,2.0,1.5
-62.85,37.15,71,50.7,0.72,2.5192,-3.5806,5.624,-6.5506,-69.09,37,34,False,14,3.0,5,34,1.0,4.0,3.0,1.5
-62.85,37.15,69,40.58,0.7,3.0678,-2.9858,8.4819,-6.598,-76.54,36,33,False,14,4.0,5,34,1.0,4.0,1.5,3.0
-62.85,37.15,49,53.06,0.49,1.3976,-3.2388,3.9347,-6.5506,-63.58,25,24,False,14,3.0,7,21,1.5,4.0,1.5,2.0
-62.89,37.11,60,40.0,0.83,3.6453,-2.9234,8.2874,-5.1641,-85.47,33,27,False,10,4.0,7,34,1.0,3.0,3.0,3.0
-62.92,37.08,60,36.67,0.82,3.4785,-2.4559,9.0628,-5.0433,-85.11,34,26,False,7,4.0,7,21,1.3,3.0,1.5,3.0
-62.95,37.05,55,40.0,0.6,2.2651,-2.5091,7.6847,-6.0851,-68.58,23,32,False,10,3.0,5,21,1.5,3.0,2.0,3.0
-62.98,37.02,50,46.0,0.71,3.4797,-4.1718,7.4485,-6.6525,-79.74,24,26,False,10,4.0,7,34,1.5,4.0,3.0,1.5
-62.98,37.02,82,45.12,0.68,2.0209,-2.4281,7.5581,-4.6845,-70.06,43,39,False,14,2.0,5,21,1.0,3.0,2.0,3.0
-62.99,37.01,59,47.46,0.66,1.5107,-2.0781,6.3474,-3.6992,-78.7,36,23,False,7,2.0,7,34,1.0,2.0,1.5,1.5
-63.02,36.98,50,52.0,0.57,1.473,-2.8019,6.2783,-5.533,-79.8,22,28,False,7,3.0,7,21,1.5,3.0,1.5,1.5
-63.03,36.97,80,38.75,0.99,3.5289,-2.2584,9.6409,-4.076,-88.23,41,39,False,10,4.0,5,21,1.0,2.0,3.0,2.0
-63.03,36.97,72,34.72,0.96,3.9202,-2.1676,9.2916,-4.076,-84.98,38,34,False,10,4.0,7,21,1.0,2.0,3.0,3.0
-63.07,36.93,58,44.83,0.8,3.9374,-3.9768,9.2916,-6.6525,-82.22,29,29,False,10,4.0,7,21,1.3,4.0,3.0,3.0
-63.08,36.92,65,47.69,0.65,1.8992,-2.6527,8.5397,-5.1367,-75.96,34,31,False,10,3.0,7,21,1.3,3.0,2.0,2.0
-63.09,36.91,65,50.77,0.64,1.5589,-2.5084,8.5397,-5.1367,-71.18,34,31,False,10,3.0,7,21,1.3,3.0,1.5,2.0
-63.11,36.89,68,63.24,0.66,1.551,-4.0721,7.5623,-6.598,-71.2,35,33,False,14,4.0,7,21,1.0,4.0,1.5,1.5
-63.11,36.89,57,49.12,0.6,1.7757,-2.8408,5.7624,-6.0851,-72.53,25,32,False,10,3.0,5,21,1.5,3.0,2.0,2.0
-63.11,36.89,53,47.17,0.73,3.3881,-4.1525,7.4485,-6.6525,-80.52,25,28,False,10,4.0,7,34,1.3,4.0,3.0,1.5
-63.13,36.87,49,51.02,0.59,1.9806,-3.4955,5.7009,-6.088,-67.92,25,24,False,14,3.0,7,34,1.3,4.0,2.0,2.0
-63.15,36.85,51,41.18,0.53,1.9784,-2.6153,7.6847,-6.849,-64.73,24,27,False,10,3.0,7,21,1.5,4.0,1.5,3.0
-63.16,36.84,87,54.02,0.62,1.7429,-3.3013,8.5397,-6.5631,-75.09,49,38,False,10,2.0,5,21,1.0,4.0,1.5,2.0
-63.19,36.81,49,42.86,0.51,1.8219,-2.6812,7.5425,-6.0548,-71.31,20,29,False,7,3.0,5,34,1.5,4.0,1.5,3.0
-63.19,36.81,55,40.0,0.76,2.999,-2.6273,7.2251,-4.9129,-73.76,29,26,False,14,3.0,5,34,1.3,3.0,2.0,3.0
-63.19,36.81,43,39.53,0.6,1.7955,-1.9557,4.8303,-3.0422,-64.25,25,18,False,14,2.0,7,21,1.5,2.0,1.5,2.0
-63.2,36.8,78,42.31,0.92,3.7176,-2.9791,10.778,-4.9129,-88.88,44,34,False,14,3.0,7,21,1.0,3.0,3.0,3.0
-63.23,36.77,60,46.67,0.68,3.283,-4.2121,8.4819,-6.598,-81.52,31,29,False,14,4.0,5,34,1.3,4.0,3.0,3.0
-63.25,36.75,71,50.7,0.81,1.7422,-2.2191,7.5623,-3.6459,-69.74,35,36,False,14,4.0,5,21,1.3,2.0,1.5,1.5
-63.26,36.74,76,55.26,0.82,2.2986,-3.4715,9.4146,-6.7244,-77.77,38,38,False,7,4.0,5,21,1.0,4.0,2.0,2.0
-63.27,36.73,73,57.53,0.68,1.519,-3.0454,6.4073,-6.3801,-72.02,39,34,False,10,3.0,7,34,1.0,4.0,1.5,2.0
-63.28,36.72,54,38.89,0.69,2.1753,-2.015,8.5397,-3.2253,-71.5,29,25,False,10,2.0,7,21,1.3,2.0,2.0,2.0
-63.31,36.69,60,55.0,0.67,1.5648,-2.8469,6.2783,-5.533,-80.46,26,34,False,7,3.0,5,21,1.5,3.0,1.5,1.5
-63.32,36.68,51,35.29,0.72,3.3602,-2.5312,7.9479,-5.0433,-84.65,27,24,False,7,4.0,5,34,1.5,3.0,1.5,3.0
-63.33,36.67,96,46.88,0.81,2.9266,-3.1796,8.7802,-6.4865,-83.3,48,48,False,7,3.0,5,21,1.0,4.0,3.0,1.5
-63.33,36.67,90,58.89,0.67,1.584,-3.3642,4.4853,-5.8765,-74.99,51,39,False,10,3.0,7,21,1.0,4.0,2.0,1.5
-63.36,36.64,55,40.0,0.7,2.016,-1.918,5.4923,-3.6887,-78.93,25,30,False,7,3.0,7,21,1.5,2.0,2.0,2.0
-63.36,36.64,67,43.28,0.81,3.6303,-3.4149,9.2916,-6.6525,-81.28,35,32,False,10,4.0,7,21,1.0,4.0,2.0,3.0
-63.39,36.61,76,43.42,0.69,2.8596,-3.1679,5.5304,-6.849,-79.04,37,39,False,10,3.0,5,21,1.3,4.0,3.0,1.5
-63.39,36.61,68,50.0,0.76,3.228,-4.2378,8.2465,-6.598,-81.58,35,33,False,14,4.0,7,21,1.0,4.0,3.0,1.5
-63.41,36.59,33,33.33,0.52,2.0437,-1.9482,4.7285,-2.9822,-70.7,19,14,False,10,2.0,7,34,1.5,2.0,1.5,3.0
-63.42,36.58,53,33.96,0.62,3.3081,-2.7355,7.9479,-6.7244,-80.83,27,26,False,7,4.0,7,34,1.3,4.0,1.5,3.0
-63.49,36.51,57,50.88,0.84,2.5996,-3.2065,9.6409,-5.1641,-81.5,30,27,False,10,4.0,7,21,1.3,3.0,2.0,2.0
-63.51,36.49,51,43.14,0.81,3.46,-3.2319,9.4146,-5.0433,-85.67,27,24,False,7,4.0,5,34,1.5,3.0,3.0,2.0
-63.57,36.43,50,38.0,0.54,1.8787,-2.1279,3.8875,-3.6234,-72.57,29,21,False,7,2.0,7,21,1.3,2.0,2.0,2.0
-63.58,36.42,62,45.16,0.66,2.8874,-3.6007,8.5019,-6.4865,-83.03,28,34,False,7,3.0,5,34,1.3,4.0,3.0,2.0
-63.6,36.4,44,40.91,0.62,3.0456,-3.3955,8.3735,-6.4865,-79.87,19,25,False,7,3.0,7,34,1.5,4.0,3.0,3.0
-63.63,36.37,58,48.28,0.79,3.5413,-4.1961,9.6409,-6.6525,-84.4,29,29,False,10,4.0,7,21,1.3,4.0,3.0,2.0
-63.71,36.29,61,36.07,0.92,3.698,-2.2723,9.0628,-4.6732,-85.03,33,28,False,7,4.0,7,21,1.3,2.0,3.0,3.0
-63.71,36.29,49,44.9,0.61,2.7761,-3.6876,5.6949,-6.4865,-81.67,21,28,False,7,3.0,5,34,1.5,4.0,3.0,2.0
-63.72,36.28,49,40.82,0.54,1.7048,-2.1804,3.3976,-3.6234,-72.65,28,21,False,7,2.0,7,21,1.3,2.0,2.0,1.5
-63.72,36.28,96,42.71,0.87,2.8574,-2.4352,10.6695,-5.1367,-78.58,50,46,False,10,3.0,5,21,1.0,3.0,2.0,3.0
-63.73,36.27,61,36.07,0.91,3.6322,-2.2638,9.6409,-4.076,-88.57,30,31,False,10,4.0,5,34,1.3,2.0,3.0,2.0
-63.73,36.27,43,32.56,0.59,2.2948,-1.8887,7.5002,-3.0422,-63.16,25,18,False,14,2.0,7,21,1.5,2.0,2.0,3.0
-63.77,36.23,63,47.62,0.65,1.8294,-2.5512,6.4073,-4.705,-82.34,32,31,False,7,3.0,7,34,1.0,3.0,1.5,2.0
-63.78,36.22,63,46.03,0.8,3.5925,-3.8333,9.2916,-6.6525,-82.56,30,33,False,10,4.0,5,21,1.3,4.0,3.0,3.0
-63.81,36.19,56,39.29,0.76,2.8717,-2.4389,7.2251,-4.9129,-70.67,29,27,False,14,3.0,5,34,1.3,3.0,1.5,3.0
-63.85,36.15,66,54.55,0.89,2.3067,-3.1031,7.472,-5.0433,-81.13,35,31,False,7,4.0,5,21,1.3,3.0,2.0,1.5
-63.85,36.15,51,43.14,0.65,3.0864,-3.5885,6.2783,-6.4865,-84.99,23,28,False,7,3.0,7,21,1.5,4.0,3.0,1.5
-63.89,36.11,60,41.67,0.73,3.2826,-3.2066,8.4819,-5.0984,-85.05,32,28,False,14,4.0,5,34,1.3,3.0,3.0,3.0
-63.97,36.03,64,54.69,0.72,2.1315,-3.5773,9.4146,-6.7244,-76.5,33,31,False,7,4.0,7,34,1.0,4.0,2.0,2.0
-63.97,36.03,61,54.1,0.58,1.3608,-2.787,4.4853,-5.1367,-76.43,31,30,False,10,3.0,5,34,1.3,3.0,1.5,1.5
-64.0,36.0,58,60.34,0.68,1.6843,-3.7922,7.4485,-6.6525,-77.65,29,29,False,10,4.0,7,21,1.3,4.0,1.5,1.5
-64.01,35.99,47,34.04,0.72,2.247,-1.6044,7.5425,-3.2767,-77.45,21,26,False,7,3.0,7,34,1.5,2.0,1.5,3.0
-64.02,35.98,69,57.97,0.77,2.1468,-3.8258,7.472,-6.7244,-78.04,36,33,False,7,4.0,7,21,1.0,4.0,2.0,1.5
-64.03,35.97,69,49.28,0.78,3.4047,-4.2569,9.7706,-6.598,-82.3,36,33,False,14,4.0,5,34,1.0,4.0,3.0,2.0
-64.06,35.94,77,37.66,0.89,3.4044,-2.3219,9.7706,-3.6459,-85.19,41,36,False,14,4.0,5,34,1.0,2.0,3.0,2.0
-64.06,35.94,65,50.77,0.88,2.4716,-2.9077,9.4146,-5.0433,-81.43,34,31,False,7,4.0,5,21,1.3,3.0,2.0,2.0
-64.06,35.94,80,60.0,0.61,1.4653,-3.6208,4.1761,-6.9249,-71.1,44,36,False,7,2.0,5,21,1.0,4.0,1.5,1.5
-64.07,35.93,65,46.15,0.75,1.6112,-1.838,5.4923,-3.6887,-76.48,27,38,False,7,3.0,5,21,1.5,2.0,1.5,2.0
-64.07,35.93,60,51.67,0.71,2.082,-3.1297,9.6409,-6.6525,-78.49,29,31,False,10,4.0,5,21,1.5,4.0,1.5,2.0
-64.09,35.91,48,41.67,0.64,1.7889,-1.9929,7.9745,-3.4393,-73.86,27,21,False,7,2.0,5,21,1.5,2.0,1.5,3.0
-64.09,35.91,60,41.67,0.73,3.0373,-2.9838,8.4819,-5.0984,-80.41,32,28,False,14,4.0,5,34,1.3,3.0,2.0,3.0
-64.14,35.86,82,47.56,0.61,1.8623,-2.7617,7.5581,-6.246,-68.49,42,40,False,14,2.0,5,21,1.0,4.0,1.5,3.0
-64.16,35.84,49,48.98,0.55,1.4049,-2.4726,3.9061,-5.1367,-68.34,24,25,False,10,3.0,7,21,1.5,3.0,1.5,2.0
-64.23,35.77,64,43.75,0.75,3.329,-3.436,8.2874,-6.6525,-80.59,32,32,False,10,4.0,7,34,1.0,4.0,2.0,3.0
-64.24,35.76,70,47.14,0.83,2.2433,-2.4151,7.5623,-3.6459,-73.73,35,35,False,14,4.0,5,21,1.3,2.0,2.0,1.5
-64.24,35.76,47,36.17,0.73,3.6339,-2.8021,7.9479,-5.0433,-85.04,24,23,False,7,4.0,7,34,1.5,3.0,2.0,3.0
-64.25,35.75,85,54.12,0.69,1.8216,-3.1338,3.9104,-4.9223,-80.05,50,35,False,10,2.0,5,21,1.0,3.0,2.0,1.5
-64.26,35.74,78,58.97,0.66,1.4807,-3.2105,6.2783,-6.2393,-79.85,35,43,False,7,3.0,5,21,1.3,4.0,1.5,1.5
-64.27,35.73,51,41.18,0.77,3.4425,-3.1177,8.2874,-5.1641,-85.17,26,25,False,10,4.0,7,34,1.3,3.0,3.0,3.0
-64.27,35.73,42,33.33,0.55,2.3766,-2.1649,3.9757,-3.2253,-61.0,24,18,False,10,2.0,7,21,1.5,2.0,3.0,2.0
-64.31,35.69,66,36.36,0.9,3.4695,-2.1922,8.3413,-4.076,-89.29,34,32,False,10,4.0,7,34,1.0,2.0,3.0,1.5
-64.31,35.69,53,35.85,0.88,3.6138,-2.2935,9.4146,-4.6732,-87.81,27,26,False,7,4.0,5,34,1.5,2.0,3.0,2.0
-64.32,35.68,64,35.94,0.8,3.0335,-2.1298,8.4819,-3.6459,-81.52,34,30,False,14,4.0,5,34,1.3,2.0,2.0,3.0
-64.35,35.65,54,51.85,0.74,2.8255,-4.0871,9.6409,-6.6525,-78.65,28,26,False,10,4.0,7,21,1.5,4.0,2.0,2.0
-64.35,35.65,61,49.18,0.69,2.4455,-3.4506,5.624,-6.2535,-72.46,31,30,False,14,3.0,7,34,1.0,4.0,3.0,1.5
-64.36,35.64,63,41.27,0.58,2.0761,-2.5338,7.5425,-6.2393,-71.72,27,36,False,7,3.0,5,34,1.3,4.0,1.5,3.0
-64.36,35.64,53,50.94,0.62,1.9506,-3.271,9.6409,-6.6525,-77.0,25,28,False,10,4.0,7,34,1.3,4.0,1.5,2.0
-64.36,35.64,83,46.99,0.73,2.893,-3.5261,8.7802,-6.4865,-84.61,43,40,False,7,3.0,7,21,1.0,4.0,3.0,1.5
-64.4,35.6,59,42.37,0.66,1.9699,-2.19,5.4608,-3.6992,-76.05,36,23,False,7,2.0,7,34,1.0,2.0,2.0,2.0
-64.41,35.59,91,41.76,0.78,2.7192,-2.5108,10.6695,-5.8765,-72.07,50,41,False,10,3.0,7,21,1.0,4.0,1.5,3.0
-64.42,35.58,70,57.14,0.55,1.3004,-3.1613,4.4853,-6.849,-71.28,36,34,False,10,3.0,7,21,1.3,4.0,1.5,1.5
-64.51,35.49,60,40.0,0.72,3.109,-2.896,6.2783,-5.533,-85.87,26,34,False,7,3.0,5,21,1.5,3.0,3.0,1.5
-64.51,35.49,53,39.62,0.6,2.7047,-2.977,4.3374,-4.915,-87.17,23,30,False,7,3.0,7,34,1.3,3.0,3.0,1.5
-64.54,35.46,61,45.9,0.64,2.2261,-2.946,8.5019,-5.533,-84.31,27,34,False,7,3.0,5,34,1.3,3.0,2.0,2.0
-64.54,35.46,49,38.78,0.6,2.0129,-2.1295,3.4226,-3.2253,-70.44,27,22,False,10,2.0,5,21,1.5,2.0,2.0,2.0
-64.54,35.46,87,43.68,0.93,2.978,-2.4803,10.778,-4.9129,-83.38,47,40,False,14,3.0,5,21,1.0,3.0,2.0,3.0
-64.55,35.45,65,40.0,0.79,2.8933,-2.4414,9.0628,-5.0433,-85.76,34,31,False,7,4.0,5,21,1.3,3.0,1.5,3.0
-64.56,35.44,64,35.94,0.78,3.8537,-2.7648,10.6695,-5.1367,-82.89,33,31,False,10,3.0,7,21,1.3,3.0,3.0,3.0
-64.59,35.41,60,45.0,0.85,3.3406,-3.209,7.472,-5.0433,-87.5,34,26,False,7,4.0,7,21,1.3,3.0,3.0,1.5
-64.62,35.38,65,44.62,0.84,1.9705,-1.8855,8.5019,-3.6887,-82.03,31,34,False,7,3.0,5,34,1.3,2.0,1.5,2.0
-64.67,35.33,48,39.58,0.7,2.8558,-2.6819,6.5432,-4.8439,-70.62,24,24,False,14,3.0,7,34,1.3,3.0,2.0,3.0
-64.67,35.33,44,36.36,0.63,3.1883,-2.8797,8.3735,-4.915,-82.25,18,26,False,7,3.0,7,34,1.5,3.0,3.0,3.0
-64.67,35.33,83,50.6,0.69,1.7392,-2.5882,4.8303,-4.6845,-77.11,44,39,False,14,2.0,5,21,1.0,3.0,1.5,2.0
-64.73,35.27,62,33.87,0.9,3.7517,-2.1246,9.2916,-4.076,-83.9,32,30,False,10,4.0,7,21,1.3,2.0,2.0,3.0
-64.78,35.22,78,62.82,0.76,1.6265,-3.6161,7.2379,-6.7244,-78.5,40,38,False,7,4.0,5,21,1.0,4.0,1.5,1.5
-64.78,35.22,54,53.7,0.54,1.478,-3.2006,4.7821,-6.5506,-65.63,26,28,False,14,3.0,5,21,1.5,4.0,1.5,2.0
-64.8,35.2,57,42.11,0.54,1.8602,-2.5091,7.6847,-6.3801,-67.49,27,30,False,10,3.0,7,34,1.3,4.0,1.5,3.0
-64.83,35.17,48,45.83,0.54,1.7548,-2.7346,5.6949,-5.533,-77.93,20,28,False,7,3.0,5,34,1.5,3.0,1.5,2.0
-64.87,35.13,73,60.27,0.62,1.3128,-3.2297,4.4853,-6.3801,-74.15,39,34,False,10,3.0,7,34,1.0,4.0,1.5,1.5
-64.91,35.09,54,42.59,0.57,2.7161,-3.5318,4.3374,-6.4865,-85.16,24,30,False,7,3.0,7,34,1.3,4.0,3.0,1.5
-64.93,35.07,51,47.06,0.74,2.1455,-2.5859,9.4146,-5.0433,-81.51,28,23,False,7,4.0,7,21,1.5,3.0,1.5,2.0
-64.93,35.07,62,32.26,0.89,3.7246,-1.999,9.2916,-4.076,-83.99,32,30,False,10,4.0,7,21,1.3,2.0,1.5,3.0
-64.95,35.05,73,36.99,0.79,3.6024,-2.663,10.6695,-5.1367,-83.08,35,38,False,10,3.0,5,21,1.3,3.0,3.0,3.0
-64.97,35.03,47,38.3,0.75,3.7792,-3.1096,8.2874,-5.1641,-84.67,24,23,False,10,4.0,7,34,1.5,3.0,3.0,3.0
-64.98,35.02,76,40.79,0.78,3.1242,-2.7723,8.7802,-5.533,-87.98,35,41,False,7,3.0,5,21,1.3,3.0,3.0,1.5
-65.04,34.96,50,48.0,0.67,1.8361,-2.539,5.9099,-4.566,-67.78,25,25,False,14,3.0,7,34,1.3,3.0,1.5,2.0
-65.04,34.96,78,46.15,0.74,2.9299,-3.4004,8.5397,-6.849,-81.16,44,34,False,10,3.0,5,34,1.0,4.0,3.0,2.0
-65.05,34.95,62,58.06,0.65,2.035,-4.3059,7.5623,-6.5518,-72.95,31,31,False,14,4.0,7,34,1.0,4.0,2.0,1.5
-65.06,34.94,82,46.34,0.68,1.8655,-2.3664,7.5581,-4.6845,-69.98,43,39,False,14,2.0,5,21,1.0,3.0,1.5,3.0
-65.08,34.92,84,39.29,0.8,2.8317,-2.2942,9.1234,-3.6992,-82.58,47,37,False,7,2.0,5,21,1.0,2.0,3.0,2.0
-65.11,34.89,54,50.0,0.65,2.0526,-3.1696,9.6409,-6.6525,-79.11,28,26,False,10,4.0,7,21,1.5,4.0,1.5,2.0
-65.14,34.86,63,46.03,0.72,1.8161,-2.1372,3.9104,-3.2253,-75.1,35,28,False,10,2.0,5,21,1.3,2.0,2.0,1.5
-65.14,34.86,77,37.66,0.86,3.3184,-2.3219,8.2465,-3.6459,-84.5,41,36,False,14,4.0,5,34,1.0,2.0,3.0,1.5
-65.19,34.81,57,40.35,0.79,2.6013,-2.2329,9.7706,-3.6459,-77.66,32,25,False,14,4.0,5,34,1.5,2.0,2.0,2.0
-65.21,34.79,64,48.44,0.74,1.7077,-2.1641,7.5623,-3.6459,-74.24,34,30,False,14,4.0,5,34,1.3,2.0,1.5,1.5
-65.23,34.77,50,42.0,0.7,3.7751,-3.9315,8.2874,-6.6525,-81.49,24,26,False,10,4.0,7,34,1.5,4.0,3.0,3.0
-65.26,34.74,52,34.62,0.65,2.2315,-1.8254,7.5581,-3.4947,-71.62,27,25,False,14,2.0,7,21,1.3,2.0,1.5,3.0
-65.26,34.74,52,34.62,0.79,3.0394,-2.0429,8.3735,-3.6887,-82.75,23,29,False,7,3.0,5,34,1.5,2.0,3.0,3.0
-65.27,34.73,49,38.78,0.7,2.7084,-2.4665,6.5432,-4.566,-71.12,24,25,False,14,3.0,7,34,1.3,3.0,1.5,3.0
-65.3,34.7,57,43.86,0.74,2.0216,-2.1315,9.7706,-3.6459,-77.73,32,25,False,14,4.0,5,34,1.5,2.0,1.5,2.0
-65.3,34.7,67,35.82,0.73,3.4839,-2.6785,9.0628,-6.7244,-82.73,35,32,False,7,4.0,7,21,1.0,4.0,1.5,3.0
-65.33,34.67,74,51.35,0.67,1.5876,-2.4834,8.5397,-5.1367,-73.17,36,38,False,10,3.0,5,21,1.3,3.0,1.5,2.0
-65.33,34.67,55,34.55,0.74,2.8507,-2.0434,6.5284,-3.6887,-85.8,25,30,False,7,3.0,7,21,1.5,2.0,3.0,2.0
-65.35,34.65,69,55.07,0.59,1.3639,-2.8428,3.3976,-5.1937,-67.86,40,29,False,7,2.0,7,21,1.0,3.0,1.5,1.5
-65.37,34.63,52,50.0,0.52,1.6781,-3.225,9.4146,-6.7244,-77.07,27,25,False,7,4.0,5,34,1.5,4.0,1.5,2.0
-65.37,34.63,75,30.67,0.89,3.8698,-1.9293,9.4245,-3.6459,-80.05,40,35,False,14,4.0,7,21,1.0,2.0,1.5,3.0
-65.38,34.62,77,41.56,0.85,3.4551,-2.8749,8.4577,-5.1367,-81.63,43,34,False,10,3.0,5,34,1.0,3.0,3.0,3.0
-65.38,34.62,85,47.06,0.6,2.0401,-3.0449,7.6523,-6.5631,-72.98,47,38,False,10,2.0,5,21,1.0,4.0,2.0,3.0
-65.4,34.6,94,43.62,0.83,3.0146,-2.7985,8.7802,-5.533,-88.27,47,47,False,7,3.0,5,21,1.0,3.0,3.0,1.5
-65.42,34.58,62,35.48,0.93,3.7783,-2.2446,9.2916,-4.076,-84.82,31,31,False,10,4.0,5,21,1.5,2.0,3.0,3.0
-65.43,34.57,84,50.0,0.64,2.4889,-3.874,6.9644,-6.5714,-78.06,47,37,False,10,2.0,5,21,1.0,4.0,3.0,1.5
-65.45,34.55,65,50.77,0.6,1.6285,-2.8032,4.4853,-5.1367,-75.37,34,31,False,10,3.0,7,21,1.3,3.0,2.0,1.5
