total_return_pct,final_capital,trades,win_rate,profit_factor,avg_win,avg_loss,best_trade,worst_trade,max_drawdown,long_trades,short_trades,liquidated,st_period,st_mult,ao_fast,ao_slow,vol_threshold,sl_atr_mult,ts_activation,ts_trail_atr_mult
-26.12,73.88,39,48.72,1.01,2.8035,-2.6311,6.5432,-4.8439,-53.23,18,21,False,14,3.0,7,34,1.5,3.0,2.0,3.0
-26.28,73.72,69,39.13,1.0,3.5264,-2.2695,9.4245,-3.6459,-66.66,34,35,False,14,4.0,5,21,1.3,2.0,3.0,3.0
-26.3,73.7,47,46.81,0.97,1.8517,-1.672,5.6949,-3.0274,-63.97,21,26,False,7,3.0,7,34,1.5,2.0,1.5,2.0
-26.33,73.67,57,42.11,0.76,2.7118,-2.6066,7.6879,-7.1054,-45.15,35,22,False,7,2.0,7,34,1.0,4.0,1.5,3.0
-26.48,73.52,59,57.63,0.95,2.246,-3.2125,9.7706,-6.5518,-52.64,31,28,False,14,4.0,5,21,1.5,4.0,1.5,2.0
-26.7,73.3,74,51.35,0.86,2.9462,-3.6332,9.2142,-6.5631,-52.21,41,33,False,10,2.0,7,21,1.0,4.0,3.0,2.0
-26.7,73.3,54,55.56,0.8,1.97,-3.0905,4.3395,-5.2924,-60.19,29,25,False,14,2.0,5,34,1.3,3.0,2.0,1.5
-26.72,73.28,35,51.43,0.76,1.7162,-2.3775,4.6423,-5.1589,-39.46,22,13,False,7,2.0,7,21,1.5,3.0,1.5,3.0
-26.83,73.17,43,44.19,0.94,2.2966,-1.9414,6.4312,-3.5283,-59.01,25,18,False,14,2.0,5,34,1.5,2.0,1.5,2.0
-26.97,73.03,36,50.0,0.7,2.1823,-3.1217,5.159,-5.839,-46.77,20,16,False,10,2.0,5,34,1.5,3.0,2.0,3.0
-27.07,72.93,33,54.55,0.78,1.8637,-2.8533,5.8641,-4.4734,-39.14,19,14,False,10,2.0,7,34,1.5,3.0,1.5,2.0
-27.11,72.89,48,52.08,0.89,3.5951,-4.4086,9.7706,-6.5518,-63.63,25,23,False,14,4.0,7,34,1.5,4.0,3.0,2.0
-27.32,72.68,57,63.16,0.77,1.9271,-4.2977,6.3474,-7.1054,-56.61,35,22,False,7,2.0,7,34,1.0,4.0,2.0,1.5
-27.38,72.62,52,57.69,0.9,2.2369,-3.3944,9.7706,-6.5518,-53.22,30,22,False,14,4.0,7,21,1.5,4.0,1.5,2.0
-27.41,72.59,69,44.93,0.92,2.3721,-2.1086,8.5397,-3.8927,-75.71,39,30,False,10,2.0,5,34,1.0,2.0,2.0,2.0
-27.45,72.55,30,46.67,0.71,2.369,-2.9271,5.0809,-5.1276,-41.14,19,11,False,7,2.0,7,34,1.5,3.0,2.0,3.0
-27.48,72.52,41,60.98,0.85,1.6451,-3.0134,5.0248,-6.088,-44.67,18,23,False,14,3.0,7,34,1.5,4.0,1.5,2.0
-27.48,72.52,48,60.42,0.86,2.1804,-3.8753,4.8303,-6.0845,-48.55,26,22,False,14,2.0,5,21,1.5,4.0,3.0,2.0
-27.69,72.31,57,59.65,0.75,1.6023,-3.1697,5.4608,-7.1054,-50.06,35,22,False,7,2.0,7,34,1.0,4.0,1.5,2.0
-27.7,72.3,49,42.86,0.79,2.2547,-2.1458,4.1761,-3.4393,-67.42,28,21,False,7,2.0,5,21,1.5,2.0,2.0,1.5
-27.79,72.21,72,50.0,0.82,2.7889,-3.3852,8.0467,-6.5631,-55.29,39,33,False,10,2.0,7,21,1.0,4.0,3.0,3.0
-27.85,72.15,75,61.33,0.74,1.4887,-3.1962,4.3395,-6.246,-53.85,38,37,False,14,2.0,7,21,1.0,4.0,1.5,1.5
-27.86,72.14,33,48.48,0.74,2.3735,-3.0143,4.7285,-4.4734,-39.41,19,14,False,10,2.0,7,34,1.5,3.0,3.0,3.0
-28.0,72.0,57,43.86,0.75,2.9862,-3.1012,7.6879,-7.1054,-52.93,35,22,False,7,2.0,7,34,1.0,4.0,2.0,3.0
-28.05,71.95,62,51.61,0.88,1.6628,-2.005,4.1761,-3.4393,-70.42,35,27,False,7,2.0,5,21,1.3,2.0,1.5,1.5
-28.24,71.76,44,52.27,0.84,2.5171,-3.2721,6.5432,-6.5506,-46.9,20,24,False,14,3.0,5,34,1.5,4.0,2.0,3.0
-28.4,71.6,53,52.83,0.89,3.4889,-4.3715,9.7706,-6.5518,-66.59,27,26,False,14,4.0,7,34,1.3,4.0,3.0,2.0
-28.43,71.57,56,58.93,0.86,1.4139,-2.3501,3.491,-4.8379,-50.35,30,26,False,10,2.0,7,21,1.3,3.0,1.5,1.5
-28.47,71.53,59,66.1,0.94,1.8745,-3.8724,7.5623,-6.5518,-53.29,31,28,False,14,4.0,5,21,1.5,4.0,1.5,1.5
-28.48,71.52,69,47.83,0.83,2.8908,-3.1879,6.4312,-5.2924,-68.95,38,31,False,14,2.0,5,34,1.0,3.0,3.0,2.0
-28.63,71.37,55,49.09,0.82,2.8105,-3.3189,5.8641,-4.9285,-58.11,35,20,False,10,2.0,7,34,1.0,3.0,3.0,2.0
-28.7,71.3,59,47.46,0.75,2.2992,-2.7739,7.6523,-6.5631,-41.75,37,22,False,10,2.0,7,34,1.0,4.0,1.5,3.0
-28.73,71.27,48,58.33,0.84,2.2103,-3.6865,9.7706,-6.5518,-49.66,25,23,False,14,4.0,7,34,1.5,4.0,1.5,2.0
-28.76,71.24,74,55.41,0.76,1.8791,-3.0548,6.7477,-6.246,-48.14,37,37,False,14,2.0,7,21,1.0,4.0,1.5,2.0
-28.81,71.19,49,55.1,0.78,1.5736,-2.4812,6.0509,-5.1589,-49.65,28,21,False,7,2.0,7,21,1.3,3.0,1.5,2.0
-28.87,71.13,48,47.92,0.86,3.8169,-4.0731,8.4819,-6.5518,-66.41,25,23,False,14,4.0,7,34,1.5,4.0,3.0,3.0
-28.87,71.13,61,36.07,0.98,3.9773,-2.2907,9.4245,-3.6459,-67.33,32,29,False,14,4.0,7,21,1.3,2.0,3.0,3.0
-28.9,71.1,61,42.62,0.78,2.8848,-2.7518,7.6879,-6.4644,-59.88,36,25,False,7,2.0,5,34,1.0,3.0,2.0,3.0
-28.93,71.07,43,58.14,0.84,1.7427,-2.8678,4.4853,-4.8707,-58.1,20,23,False,10,3.0,7,34,1.5,3.0,2.0,1.5
-28.94,71.06,36,38.89,0.69,2.6836,-2.4858,5.0878,-4.3096,-57.49,21,15,False,7,2.0,5,34,1.5,2.0,3.0,3.0
-28.99,71.01,34,52.94,0.69,1.7162,-2.7978,4.6423,-6.8785,-33.86,21,13,False,7,2.0,7,21,1.5,4.0,1.5,3.0
-28.99,71.01,39,48.72,0.86,2.3481,-2.6015,6.5432,-6.088,-49.76,16,23,False,14,3.0,7,34,1.5,4.0,1.5,3.0
-29.18,70.82,54,37.04,0.94,3.5222,-2.2052,8.4819,-3.6459,-76.52,28,26,False,14,4.0,7,34,1.3,2.0,3.0,3.0
-29.21,70.79,49,46.94,0.89,2.5463,-2.5317,7.6523,-5.839,-50.77,27,22,False,10,2.0,5,34,1.3,3.0,1.5,3.0
-29.22,70.78,49,46.94,0.81,1.8006,-1.9663,4.1761,-3.4393,-65.31,28,21,False,7,2.0,5,21,1.5,2.0,1.5,1.5
-29.24,70.76,60,43.33,0.87,2.2663,-1.9907,7.9745,-3.4393,-67.96,34,26,False,7,2.0,5,21,1.3,2.0,2.0,3.0
-29.26,70.74,50,34.0,0.96,3.5507,-1.905,8.4819,-3.6459,-71.61,27,23,False,14,4.0,7,34,1.5,2.0,1.5,3.0
-29.27,70.73,68,45.59,0.83,3.0286,-3.0623,8.629,-5.2924,-64.12,38,30,False,14,2.0,5,34,1.0,3.0,3.0,3.0
-29.27,70.73,73,61.64,0.75,1.4379,-3.0769,4.3395,-6.246,-61.21,39,34,False,14,2.0,5,34,1.0,4.0,1.5,1.5
-29.32,70.68,50,56.0,0.82,2.1065,-3.2548,6.6498,-5.839,-55.84,27,23,False,10,2.0,5,34,1.3,3.0,2.0,1.5
-29.53,70.47,49,42.86,0.85,2.4997,-2.2047,7.9745,-3.4393,-69.32,28,21,False,7,2.0,5,21,1.5,2.0,3.0,2.0
-29.54,70.46,50,44.0,0.79,2.2931,-2.2945,6.3979,-4.3096,-69.44,28,22,False,7,2.0,5,34,1.3,2.0,2.0,2.0
-29.58,70.42,48,54.17,0.77,2.0731,-3.1778,3.6145,-4.8379,-60.77,27,21,False,10,2.0,5,21,1.5,3.0,3.0,2.0
-29.58,70.42,59,55.93,0.95,3.1244,-4.1739,7.5623,-6.5518,-67.3,31,28,False,14,4.0,5,21,1.5,4.0,3.0,1.5
-29.62,70.38,58,56.9,0.8,1.8285,-3.0255,7.9745,-6.8785,-57.27,32,26,False,7,2.0,5,21,1.3,4.0,1.5,2.0
-29.67,70.33,73,57.53,0.81,1.8608,-3.1163,4.3395,-5.2924,-72.2,40,33,False,14,2.0,5,34,1.0,3.0,2.0,1.5
-29.73,70.27,50,36.0,0.98,3.5903,-2.0656,8.4819,-3.6459,-75.63,27,23,False,14,4.0,7,34,1.5,2.0,2.0,3.0
-29.77,70.23,45,51.11,0.8,2.0194,-2.6518,7.9745,-5.1589,-54.7,26,19,False,7,2.0,5,21,1.5,3.0,2.0,3.0
-29.88,70.12,43,53.49,0.78,2.1416,-3.1502,5.4608,-5.3291,-40.3,27,16,False,7,2.0,7,34,1.3,3.0,2.0,2.0
-30.1,69.9,61,50.82,1.01,3.083,-3.1388,6.8978,-5.8315,-53.4,30,31,False,14,3.0,7,34,1.0,4.0,2.0,3.0
-30.16,69.84,58,55.17,0.82,1.7834,-2.6619,7.5581,-6.0845,-38.44,29,29,False,14,2.0,5,21,1.3,4.0,1.5,3.0
-30.29,69.71,64,57.81,0.75,1.4188,-2.5893,4.3395,-4.6845,-53.33,38,26,False,14,2.0,7,34,1.0,3.0,1.5,1.5
-30.3,69.7,57,52.63,0.97,3.3702,-3.8672,9.4146,-6.7244,-68.38,28,29,False,7,4.0,5,21,1.5,4.0,3.0,2.0
-30.58,69.42,44,47.73,0.74,2.2507,-2.7639,7.6523,-6.3801,-31.06,27,17,False,10,2.0,7,34,1.3,4.0,1.5,3.0
-30.6,69.4,46,65.22,0.82,1.3377,-3.0443,4.4853,-5.894,-46.08,21,25,False,10,3.0,7,34,1.5,4.0,1.5,1.5
-30.62,69.38,44,38.64,0.93,3.1786,-2.1496,6.6498,-3.19,-54.11,27,17,False,10,2.0,7,34,1.3,2.0,3.0,1.5
-30.67,69.33,45,37.78,0.82,3.0939,-2.284,6.3474,-3.5527,-50.13,28,17,False,7,2.0,7,34,1.3,2.0,3.0,1.5
-30.73,69.27,59,52.54,0.77,2.95,-4.2594,8.2977,-6.9249,-67.27,33,26,False,7,2.0,5,34,1.0,4.0,3.0,2.0
-30.75,69.25,75,56.0,0.89,2.3015,-3.2881,8.5019,-6.2734,-75.52,39,36,False,7,3.0,5,34,1.0,4.0,2.0,2.0
-30.75,69.25,52,53.85,0.9,3.4514,-4.4654,9.7706,-6.5518,-68.48,30,22,False,14,4.0,7,21,1.5,4.0,3.0,2.0
-30.89,69.11,51,47.06,0.94,3.6621,-3.4684,9.0628,-6.7244,-66.31,27,24,False,7,4.0,7,21,1.5,4.0,2.0,3.0
-30.89,69.11,50,50.0,0.81,1.5067,-1.8487,4.3395,-3.4947,-53.26,30,20,False,14,2.0,7,34,1.3,2.0,1.5,1.5
-30.91,69.09,33,36.36,0.87,3.3144,-2.1836,6.6498,-2.9822,-47.79,19,14,False,10,2.0,7,34,1.5,2.0,3.0,1.5
-30.96,69.04,59,57.63,0.79,1.6915,-2.8984,4.8303,-6.0845,-48.67,30,29,False,14,2.0,5,21,1.3,4.0,1.5,2.0
-30.97,69.03,67,56.72,0.81,2.0234,-3.2533,6.6498,-5.839,-70.94,39,28,False,10,2.0,5,34,1.0,3.0,2.0,1.5
-31.07,68.93,66,37.88,0.88,2.7186,-1.8896,7.5581,-3.4947,-46.76,39,27,False,14,2.0,7,34,1.0,2.0,1.5,3.0
-31.21,68.79,40,40.0,0.9,2.4186,-1.7929,7.5002,-2.7183,-50.25,24,16,False,14,2.0,7,34,1.5,2.0,1.5,3.0
-31.22,68.78,61,57.38,0.8,1.7591,-2.9536,8.5397,-6.4505,-59.67,33,28,False,10,2.0,5,21,1.3,4.0,1.5,2.0
-31.27,68.73,52,53.85,0.97,2.7955,-3.361,9.7706,-5.0984,-69.24,30,22,False,14,4.0,7,21,1.5,3.0,2.0,2.0
-31.28,68.72,74,48.65,0.9,2.7327,-2.8867,7.5425,-6.2734,-69.63,38,36,False,7,3.0,5,34,1.0,4.0,2.0,3.0
-31.33,68.67,41,65.85,0.79,1.3778,-3.366,4.5068,-6.088,-46.14,18,23,False,14,3.0,7,34,1.5,4.0,1.5,1.5
-31.34,68.66,50,46.0,0.86,1.8632,-1.8506,6.1059,-3.4947,-48.51,30,20,False,14,2.0,7,34,1.3,2.0,1.5,2.0
-31.36,68.64,57,43.86,0.78,2.6074,-2.6018,7.6523,-4.9223,-49.31,37,20,False,10,2.0,7,34,1.0,3.0,2.0,3.0
-31.43,68.57,47,53.19,0.67,1.5826,-2.6944,4.7285,-4.8379,-54.24,25,22,False,10,2.0,5,21,1.5,3.0,2.0,3.0
-31.48,68.52,47,48.94,0.91,3.1979,-3.3837,7.5623,-5.0984,-73.57,26,21,False,14,4.0,7,34,1.5,3.0,3.0,1.5
-31.66,68.34,33,51.52,0.67,1.8411,-2.9193,4.7285,-5.9645,-35.98,19,14,False,10,2.0,7,34,1.5,4.0,1.5,3.0
-31.8,68.2,40,57.5,0.84,2.0472,-3.284,5.7009,-6.088,-54.39,18,22,False,14,3.0,7,34,1.5,4.0,2.0,2.0
-31.81,68.19,64,46.88,0.81,3.028,-3.2922,8.5397,-5.839,-72.47,37,27,False,10,2.0,5,34,1.0,3.0,3.0,2.0
-32.01,67.99,44,56.82,0.79,2.4602,-4.0725,7.9745,-6.8785,-54.54,25,19,False,7,2.0,5,21,1.5,4.0,3.0,2.0
-32.16,67.84,39,46.15,0.99,2.6878,-2.3259,6.5432,-4.566,-51.81,18,21,False,14,3.0,7,34,1.5,3.0,1.5,3.0
-32.27,67.73,53,49.06,0.86,3.3072,-3.6938,8.4819,-6.5518,-62.61,27,26,False,14,4.0,7,34,1.3,4.0,2.0,3.0
-32.58,67.42,46,58.7,0.71,2.0536,-4.0919,3.6145,-6.4505,-57.15,25,21,False,10,2.0,5,21,1.5,4.0,3.0,2.0
-32.59,67.41,43,41.86,0.77,2.562,-2.4013,7.6879,-5.3291,-43.45,27,16,False,7,2.0,7,34,1.3,3.0,1.5,3.0
-32.63,67.37,62,53.23,0.77,2.1624,-3.1995,6.3979,-6.4644,-64.98,36,26,False,7,2.0,5,34,1.0,3.0,2.0,2.0
-32.65,67.35,60,56.67,0.82,1.7381,-2.777,7.6523,-6.4505,-45.53,32,28,False,10,2.0,5,21,1.3,4.0,1.5,3.0
-32.82,67.18,32,34.38,0.73,3.2516,-2.3335,6.3474,-3.4184,-54.88,20,12,False,7,2.0,7,34,1.5,2.0,3.0,1.5
-32.94,67.06,43,46.51,0.88,2.4397,-2.4169,7.6847,-4.8707,-50.81,20,23,False,10,3.0,7,34,1.5,3.0,2.0,3.0
-33.12,66.88,68,48.53,0.83,2.7116,-3.081,9.1234,-5.1937,-62.5,39,29,False,7,2.0,7,21,1.0,3.0,3.0,2.0
-33.18,66.82,45,51.11,0.79,2.1584,-2.8674,7.9745,-5.1589,-56.0,26,19,False,7,2.0,5,21,1.5,3.0,3.0,3.0
-33.24,66.76,54,53.7,0.9,2.1477,-2.7612,9.7706,-4.9139,-60.6,31,23,False,14,4.0,7,21,1.5,3.0,1.5,2.0
-33.37,66.63,54,44.44,0.84,3.2601,-3.1007,8.4819,-6.5518,-62.69,31,23,False,14,4.0,5,34,1.5,4.0,1.5,3.0
-33.39,66.61,50,46.0,0.75,2.1056,-2.3781,6.3474,-4.3096,-71.59,28,22,False,7,2.0,5,34,1.3,2.0,2.0,1.5
-33.57,66.43,52,57.69,0.89,2.8469,-4.3454,9.7706,-6.5518,-57.21,30,22,False,14,4.0,7,21,1.5,4.0,2.0,2.0
-33.58,66.42,59,50.85,0.95,3.1017,-3.3608,7.5623,-5.0984,-74.14,32,27,False,14,4.0,5,21,1.5,3.0,3.0,1.5
-33.64,66.36,64,48.44,0.9,3.3673,-3.506,9.4245,-6.598,-60.62,30,34,False,14,4.0,5,21,1.3,4.0,2.0,3.0
-33.66,66.34,36,52.78,0.62,1.8406,-3.3114,5.159,-7.7853,-39.88,20,16,False,10,2.0,5,34,1.5,4.0,1.5,3.0
-33.88,66.12,58,43.1,0.95,4.0023,-3.1909,9.4245,-5.0984,-74.8,31,27,False,14,4.0,7,21,1.3,3.0,3.0,3.0
-33.88,66.12,75,56.0,0.79,2.1864,-3.5196,8.5397,-6.5631,-50.31,41,34,False,10,2.0,7,21,1.0,4.0,2.0,2.0
-33.96,66.04,39,53.85,0.93,2.1978,-2.7714,5.9099,-4.8439,-56.29,18,21,False,14,3.0,7,34,1.5,3.0,2.0,2.0
-34.08,65.92,61,42.62,0.79,2.73,-2.5589,7.6879,-6.4644,-61.52,36,25,False,7,2.0,5,34,1.0,3.0,1.5,3.0
-34.09,65.91,47,53.19,0.69,1.7062,-2.7908,6.3979,-6.4644,-56.73,27,20,False,7,2.0,5,34,1.3,3.0,1.5,2.0
-34.12,65.88,44,59.09,0.72,1.8129,-3.6399,5.4301,-6.0548,-70.66,19,25,False,7,3.0,7,34,1.5,4.0,2.0,1.5
-34.2,65.8,46,60.87,0.82,1.4576,-2.7688,4.4482,-5.894,-46.46,21,25,False,10,3.0,7,34,1.5,4.0,1.5,2.0
-34.24,65.76,45,35.56,0.79,3.1682,-2.2157,7.6879,-3.5527,-51.94,28,17,False,7,2.0,7,34,1.3,2.0,3.0,3.0
-34.25,65.75,58,43.1,0.96,3.7571,-2.9546,9.4245,-5.0984,-70.66,31,27,False,14,4.0,7,21,1.3,3.0,2.0,3.0
-34.3,65.7,63,46.03,0.85,2.8677,-2.8673,7.5425,-6.2734,-65.71,32,31,False,7,3.0,7,34,1.0,4.0,2.0,3.0
-34.37,65.63,32,46.88,0.69,1.684,-2.1536,6.3474,-3.344,-59.76,20,12,False,7,2.0,7,34,1.5,2.0,1.5,1.5
-34.41,65.59,43,55.81,0.73,1.9083,-3.3139,6.3474,-5.3291,-46.68,27,16,False,7,2.0,7,34,1.3,3.0,2.0,1.5
-34.44,65.56,59,42.37,1.03,3.5861,-2.5656,9.2916,-4.9893,-73.63,31,28,False,10,4.0,7,21,1.3,3.0,1.5,3.0
-34.45,65.55,44,52.27,0.81,2.1816,-2.9551,5.8641,-4.785,-45.64,27,17,False,10,2.0,7,34,1.3,3.0,2.0,2.0
-34.49,65.51,55,47.27,0.82,1.9074,-2.0846,4.3395,-3.5283,-64.55,30,25,False,14,2.0,5,34,1.3,2.0,2.0,1.5
-34.61,65.39,46,58.7,0.79,1.7491,-3.1568,5.0248,-6.5506,-42.01,21,25,False,14,3.0,5,34,1.5,4.0,1.5,2.0
-34.64,65.36,53,33.96,0.78,3.0147,-1.9821,7.5581,-3.4947,-70.52,27,26,False,14,2.0,7,21,1.3,2.0,3.0,3.0
-34.65,65.35,39,53.85,0.95,1.9485,-2.3881,5.9099,-4.566,-53.54,18,21,False,14,3.0,7,34,1.5,3.0,1.5,2.0
-34.68,65.32,59,52.54,0.86,1.7847,-2.286,7.5581,-4.5633,-40.01,30,29,False,14,2.0,5,21,1.3,3.0,1.5,3.0
-34.7,65.3,33,48.48,0.69,2.1268,-2.8825,4.7285,-4.4734,-42.02,19,14,False,10,2.0,7,34,1.5,3.0,2.0,3.0
-34.78,65.22,55,54.55,0.75,2.8249,-4.5081,8.2977,-7.1054,-67.28,33,22,False,7,2.0,7,34,1.0,4.0,3.0,2.0
-34.79,65.21,47,48.94,0.87,3.6763,-4.0613,9.4146,-6.7244,-69.72,24,23,False,7,4.0,7,34,1.5,4.0,3.0,2.0
-34.83,65.17,73,45.21,0.78,2.3314,-2.4634,7.5581,-4.6845,-43.56,38,35,False,14,2.0,7,21,1.0,3.0,2.0,3.0
-34.94,65.06,44,54.55,0.83,2.1504,-3.0999,6.6498,-4.785,-45.35,27,17,False,10,2.0,7,34,1.3,3.0,2.0,1.5
-34.94,65.06,72,45.83,0.81,2.547,-2.657,7.5581,-5.2924,-63.11,40,32,False,14,2.0,5,34,1.0,3.0,2.0,3.0
-34.96,65.04,39,46.15,0.86,3.4201,-3.4197,8.451,-6.2535,-57.29,17,22,False,14,3.0,7,34,1.5,4.0,3.0,3.0
-34.97,65.03,53,49.06,0.84,3.543,-4.0636,8.4819,-6.5518,-70.59,27,26,False,14,4.0,7,34,1.3,4.0,3.0,3.0
-35.06,64.94,54,44.44,0.99,3.8561,-3.1136,9.2916,-6.6525,-67.47,28,26,False,10,4.0,7,21,1.5,4.0,1.5,3.0
-35.09,64.91,46,56.52,0.6,1.5592,-3.3523,4.7285,-6.4505,-51.77,24,22,False,10,2.0,5,21,1.5,4.0,2.0,3.0
-35.12,64.88,65,66.15,0.89,1.8105,-3.9774,7.5623,-6.598,-52.96,31,34,False,14,4.0,5,21,1.3,4.0,1.5,1.5
-35.24,64.76,65,53.85,0.93,3.3639,-4.2156,9.7706,-6.598,-69.16,31,34,False,14,4.0,5,21,1.3,4.0,3.0,2.0
-35.25,64.75,62,33.87,0.97,3.7805,-1.9931,9.4245,-3.6459,-62.71,33,29,False,14,4.0,7,21,1.3,2.0,1.5,3.0
-35.26,64.74,62,43.55,0.88,3.2197,-2.8223,8.4819,-6.5518,-65.63,31,31,False,14,4.0,7,34,1.0,4.0,1.5,3.0
-35.39,64.61,44,54.55,0.7,1.8345,-3.1509,7.9745,-6.8785,-57.23,25,19,False,7,2.0,5,21,1.5,4.0,1.5,2.0
-35.4,64.6,51,49.02,0.9,3.1479,-3.3816,7.5623,-5.0984,-77.68,27,24,False,14,4.0,7,34,1.3,3.0,3.0,1.5
-35.46,64.54,82,48.78,0.84,2.6443,-2.9885,6.9528,-5.0581,-73.54,45,37,False,14,2.0,5,21,1.0,3.0,3.0,1.5
-35.53,64.47,55,34.55,0.93,3.2807,-1.8711,8.4819,-3.6459,-73.2,29,26,False,14,4.0,7,34,1.3,2.0,1.5,3.0
-35.55,64.45,57,54.39,0.78,1.8201,-2.7672,5.8641,-4.9223,-53.53,37,20,False,10,2.0,7,34,1.0,3.0,1.5,2.0
-35.55,64.45,64,34.38,0.98,3.7013,-1.9847,9.4245,-3.6459,-67.77,33,31,False,14,4.0,5,21,1.5,2.0,1.5,3.0
-35.57,64.43,43,41.86,0.73,2.6978,-2.6704,7.6879,-5.3291,-38.18,27,16,False,7,2.0,7,34,1.3,3.0,2.0,3.0
-35.62,64.38,55,47.27,0.73,3.1785,-3.924,7.6879,-7.1054,-64.3,33,22,False,7,2.0,7,34,1.0,4.0,3.0,3.0
-35.75,64.25,46,52.17,0.76,1.8345,-2.6251,7.9745,-5.1589,-57.77,27,19,False,7,2.0,5,21,1.5,3.0,1.5,2.0
-35.82,64.18,63,60.32,0.82,1.4429,-2.6886,3.9104,-4.8379,-63.48,35,28,False,10,2.0,5,21,1.3,3.0,1.5,1.5
-35.9,64.1,75,52.0,0.79,1.9074,-2.6056,6.7477,-4.6845,-54.13,39,36,False,14,2.0,7,21,1.0,3.0,1.5,2.0
-35.9,64.1,53,66.04,0.76,1.5772,-4.0402,7.5623,-6.5518,-50.39,27,26,False,14,4.0,7,34,1.3,4.0,1.5,1.5
-35.94,64.06,51,45.1,1.01,2.6188,-2.132,4.3395,-3.0422,-48.59,29,22,False,14,2.0,5,21,1.5,2.0,3.0,1.5
-35.95,64.05,79,49.37,0.93,2.8446,-2.9682,7.6847,-6.849,-69.35,44,35,False,10,3.0,5,34,1.0,4.0,2.0,3.0
-35.95,64.05,58,48.28,0.9,3.7067,-3.852,9.4245,-6.598,-62.0,30,28,False,14,4.0,7,21,1.3,4.0,2.0,3.0
-35.95,64.05,54,51.85,0.8,2.0163,-2.6986,6.4312,-5.2924,-59.69,29,25,False,14,2.0,5,34,1.3,3.0,1.5,2.0
-36.02,63.98,38,44.74,0.96,3.5722,-3.0132,8.451,-4.8439,-64.49,17,21,False,14,3.0,7,34,1.5,3.0,3.0,3.0
-36.06,63.94,59,52.54,0.71,2.7354,-4.2594,6.3474,-6.9249,-66.53,33,26,False,7,2.0,5,34,1.0,4.0,3.0,1.5
-36.07,63.93,51,43.14,0.89,3.5859,-3.0523,8.4819,-5.0984,-80.41,27,24,False,14,4.0,7,34,1.3,3.0,3.0,3.0
-36.07,63.93,61,54.1,0.86,1.7391,-2.3834,7.6523,-4.8379,-45.34,33,28,False,10,2.0,5,21,1.3,3.0,1.5,3.0
-36.1,63.9,59,62.71,0.89,2.3215,-4.3638,7.5623,-6.5518,-60.37,31,28,False,14,4.0,5,21,1.5,4.0,2.0,1.5
-36.14,63.86,59,52.54,0.94,2.6694,-3.1391,9.7706,-5.0984,-68.54,32,27,False,14,4.0,5,21,1.5,3.0,2.0,2.0
-36.19,63.81,55,54.55,0.73,2.7283,-4.5081,6.3474,-7.1054,-66.53,33,22,False,7,2.0,7,34,1.0,4.0,3.0,1.5
-36.24,63.76,62,54.84,0.81,2.276,-3.4255,8.5019,-6.2393,-73.53,28,34,False,7,3.0,5,34,1.3,4.0,2.0,2.0
-36.3,63.7,74,51.35,0.78,2.6864,-3.6332,6.9644,-6.5631,-57.3,41,33,False,10,2.0,7,21,1.0,4.0,3.0,1.5
-36.37,63.63,52,65.38,0.8,1.72,-4.0581,7.5623,-6.5518,-55.26,30,22,False,14,4.0,7,21,1.5,4.0,1.5,1.5
-36.4,63.6,43,39.53,0.84,2.5643,-1.989,7.5002,-3.5283,-57.52,25,18,False,14,2.0,5,34,1.5,2.0,2.0,3.0
-36.43,63.57,51,43.14,0.9,3.3072,-2.7834,8.4819,-5.0984,-78.17,27,24,False,14,4.0,7,34,1.3,3.0,2.0,3.0
-36.45,63.55,47,53.19,0.79,1.2772,-1.8361,3.2698,-3.0274,-72.93,21,26,False,7,3.0,7,34,1.5,2.0,1.5,1.5
-36.48,63.52,73,47.95,0.72,2.2805,-2.9051,7.5581,-6.246,-43.44,37,36,False,14,2.0,7,21,1.0,4.0,2.0,3.0
-36.49,63.51,65,55.38,0.88,2.2069,-3.1287,9.7706,-6.598,-54.58,31,34,False,14,4.0,5,21,1.3,4.0,1.5,2.0
-36.62,63.38,72,45.83,1.05,3.0233,-2.4362,7.2251,-4.9129,-63.88,38,34,False,14,3.0,5,34,1.0,3.0,1.5,3.0
-36.63,63.37,67,52.24,0.78,2.7817,-3.8897,9.1234,-6.9249,-51.31,37,30,False,7,2.0,7,21,1.0,4.0,3.0,2.0
-36.65,63.35,43,60.47,0.83,1.396,-2.5719,4.4853,-4.4205,-55.64,20,23,False,10,3.0,7,34,1.5,3.0,1.5,1.5
-36.71,63.29,56,37.5,0.92,3.4179,-2.2352,8.4819,-3.6459,-78.85,31,25,False,14,4.0,5,34,1.5,2.0,3.0,3.0
-36.8,63.2,54,40.74,0.9,3.14,-2.3937,7.5623,-3.6459,-74.74,30,24,False,14,4.0,7,21,1.5,2.0,3.0,1.5
-36.83,63.17,48,52.08,0.8,3.2532,-4.4086,7.5623,-6.5518,-65.11,25,23,False,14,4.0,7,34,1.5,4.0,3.0,1.5
-36.86,63.14,60,53.33,0.82,1.8085,-2.5107,7.9745,-5.1589,-62.99,34,26,False,7,2.0,5,21,1.3,3.0,1.5,2.0
-36.89,63.11,57,38.6,0.83,3.0446,-2.2997,6.6498,-3.2857,-54.93,35,22,False,10,2.0,7,34,1.0,2.0,3.0,1.5
